TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,binned_TransactionAmount,Target
877.81,2023-03-13 17:23:24,Debit,Los Angeles,Online,22.0,Student,150.0,1.0,399.0,2024-11-04 8:07:50,0,1
124.76,2023-10-16 16:32:56,Debit,Seattle,Branch,49.0,Engineer,45.0,1.0,5764.72,2024-11-04 8:06:23,1,3
78.13,2023-11-21 16:58:44,Debit,Milwaukee,Branch,26.0,Student,145.0,1.0,900.61,2024-11-04 8:12:18,1,3
335.63,2023-01-24 17:17:20,Debit,Oklahoma City,Online,55.0,Retired,215.99999999999997,1.0,1019.39,2024-11-04 8:07:32,2,1
328.47,2023-07-31 18:39:50,Debit,San Antonio,ATM,63.0,Retired,119.0,1.0,4323.66,2024-11-04 8:07:31,2,0
34.02,2023-01-09 16:13:21,Debit,Philadelphia,Online,38.0,Doctor,18.999999999999996,1.0,14214.48,2024-11-04 8:11:45,1,1
55.32,2023-04-12 16:03:37,Debit,Tucson,ATM,19.0,Student,117.0,1.0,241.79000000000002,2024-11-04 8:08:03,1,2
304.31,2023-07-26 16:52:28,Debit,Louisville,Branch,27.0,Student,33.0,1.0,868.61,2024-11-04 8:09:53,2,0
435.27,2023-10-04 17:49:29,Debit,Chicago,Branch,74.0,Retired,90.0,1.0,4673.28,2024-11-04 8:11:12,2,0
164.49,2023-12-13 16:01:38,Debit,Baltimore,Branch,26.0,Student,75.0,1.0,1509.27,2024-11-04 8:10:33,1,3
510.23999999999995,2023-10-09 16:29:40,Debit,Oklahoma City,Online,19.0,Student,105.0,1.0,781.7,2024-11-04 8:11:35,2,0
626.9,2023-11-27 16:45:57,Debit,Denver,Online,26.0,Student,138.0,1.0,265.51,2024-11-04 8:07:24,0,3
424.56,2023-02-21 17:45:55,Debit,Omaha,Online,51.0,Engineer,264.0,1.0,5183.85,nan,2,1
85.43,2023-06-07 16:45:34,Debit,Virginia Beach,Branch,67.0,Doctor,145.0,1.0,14904.9,2024-11-04 8:06:45,1,2
169.5,2023-09-07 16:51:27,Debit,San Diego,Branch,28.0,Student,142.0,1.0,918.8799999999999,2024-11-04 8:08:58,1,0
104.63,2023-03-29 17:47:16,Debit,Omaha,ATM,62.0,Retired,90.0,1.0,4477.78,2024-11-04 8:10:42,1,1
316.95,2023-08-04 17:53:40,Debit,Mesa,Branch,25.0,Student,83.0,1.0,1324.03,2024-11-04 8:09:15,2,0
386.52,2023-06-09 16:18:15,Debit,Indianapolis,Branch,48.0,Engineer,28.0,1.0,5630.61,2024-11-04 8:07:09,2,2
112.07,2023-10-02 16:35:22,Debit,Kansas City,Branch,23.0,Student,51.00000000000001,1.0,930.3,2024-11-04 8:11:37,1,0
568.52,2023-10-06 18:44:37,Debit,Indianapolis,ATM,46.0,Engineer,151.99999999999997,1.0,5499.91,nan,2,0
349.64,2023-11-07 16:48:23,Debit,Las Vegas,Online,48.0,Engineer,226.0,1.0,6651.62,2024-11-04 8:08:09,2,3
5.77,2023-11-02 16:01:40,Debit,Charlotte,Online,50.0,Doctor,123.99999999999999,1.0,13988.12,2024-11-04 8:11:32,1,3
298.42,2023-04-25 16:11:24,Debit,Indianapolis,Branch,56.0,Retired,225.0,1.0,3014.75,2024-11-04 8:10:12,1,2
521.06,2023-04-18 18:40:47,Debit,Albuquerque,Branch,25.0,Student,128.0,1.0,1951.42,2024-11-04 8:12:10,2,2
133.55,2023-07-18 16:12:00,Debit,Atlanta,ATM,44.0,Engineer,220.0,1.0,3846.2800000000007,2024-11-04 8:10:18,1,0
143.21,2023-01-13 17:00:16,Debit,Dallas,Online,35.0,Engineer,135.0,1.0,6374.82,2024-11-04 8:09:26,1,1
24.77,2023-07-04 18:20:33,Debit,Boston,ATM,62.0,Retired,55.0,1.0,5866.01,2024-11-04 8:12:15,1,2
232.12,2023-12-28 17:31:03,Debit,nan,ATM,37.0,Engineer,51.00000000000001,1.0,6689.87,2024-11-04 8:09:17,1,3
297.65646754281164,2023-06-12 17:53:52,Debit,Kansas City,Online,22.0,Student,113.0,1.0,634.17,2024-11-04 8:08:22,1,2
91.53,2023-03-13 16:32:12,Debit,Milwaukee,Branch,44.0,Doctor,69.00000000000001,1.0,14676.05,2024-11-04 8:11:36,1,1
120.29,2023-12-18 18:46:27,Debit,Miami,Branch,19.0,Student,77.0,1.0,1362.39,2024-11-04 8:06:50,1,3
174.25,2023-07-17 18:54:31,Debit,Seattle,Online,50.0,Doctor,67.0,1.0,10528.34,2024-11-04 8:10:29,1,0
183.71,2023-06-19 18:22:10,Debit,Denver,ATM,38.0,Engineer,102.0,1.0,552.52,2024-11-04 8:09:51,1,2
259.91,2023-11-06 16:34:10,Debit,Denver,Online,49.0,Doctor,170.0,1.0,7176.86,2024-11-04 8:09:38,1,3
154.71,2023-07-03 16:40:24,Debit,San Diego,Online,34.0,Doctor,157.0,1.0,1523.72,2024-11-04 8:09:42,1,2
24.56,2023-10-20 17:27:35,Debit,Mesa,Branch,64.0,Doctor,69.00000000000001,1.0,9869.93,2024-11-04 8:12:05,1,3
392.96,2023-11-20 16:28:09,Debit,Kansas City,Online,24.0,Student,100.00000000000001,1.0,791.65,2024-11-04 8:08:38,2,3
230.66,2023-03-27 18:16:04,Debit,Houston,Branch,21.0,Student,135.0,1.0,618.05,2024-11-04 8:10:44,1,1
644.17,2023-03-02 16:05:09,Debit,San Antonio,ATM,29.0,Engineer,72.0,1.0,1143.52,2024-11-04 8:08:04,0,1
25.36,2023-07-17 17:08:24,Debit,Louisville,ATM,57.0,Engineer,78.0,1.0,201.04,2024-11-04 8:11:05,1,0
147.62,2023-09-01 17:26:02,Debit,Charlotte,Branch,71.0,Retired,133.0,1.0,2115.8,2024-11-04 8:07:22,1,0
115.02,2023-09-11 16:19:04,Debit,San Antonio,Branch,37.0,Doctor,175.0,1.0,7643.66,2024-11-04 8:08:38,1,0
383.37,2023-01-24 17:23:56,Debit,Fort Worth,Branch,30.0,Engineer,24.0,1.0,8901.93,2024-11-04 8:11:07,2,1
196.16,2023-02-24 16:29:23,Debit,Virginia Beach,Branch,27.0,Engineer,146.0,1.0,9418.86,2024-11-04 8:08:32,1,1
129.94,2023-01-02 16:36:02,Debit,Las Vegas,ATM,32.0,Engineer,235.0,1.0,7954.919999999999,2024-11-04 8:06:35,1,1
306.9,2023-11-30 16:31:03,Debit,Colorado Springs,Online,46.0,Engineer,51.00000000000001,1.0,9418.08,2024-11-04 8:10:48,2,3
114.98,2023-11-01 16:52:01,Debit,Seattle,Online,59.0,Retired,80.0,1.0,6144.68,2024-11-04 8:09:24,1,3
756.59,2023-03-06 16:47:02,Debit,Sacramento,Branch,27.0,Student,17.0,1.0,420.65,2024-11-04 8:11:40,0,1
503.76000000000005,2023-11-27 18:32:49,Debit,Los Angeles,Online,22.0,Student,35.0,1.0,447.82,2024-11-04 8:09:22,2,3
143.03,2023-07-31 16:37:46,Debit,San Antonio,ATM,63.0,Retired,147.0,1.0,7981.450000000001,2024-11-04 8:10:42,1,0
327.86,2023-02-10 16:52:48,Debit,Fresno,Online,40.0,Engineer,104.0,1.0,480.16,2024-11-04 8:06:30,2,1
2.5,2023-07-21 16:43:11,Debit,San Diego,Online,47.0,Doctor,107.0,1.0,12145.27,2024-11-04 8:09:53,1,0
407.65,2023-07-07 16:11:38,Debit,Boston,Online,26.0,Engineer,61.99999999999999,1.0,8346.64,nan,2,2
115.83,2023-05-22 17:09:52,Debit,Fresno,Branch,39.0,Engineer,167.0,1.0,6481.04,2024-11-04 8:10:02,1,2
53.57,2023-08-16 16:17:12,Debit,Houston,ATM,69.0,Retired,121.0,1.0,1651.33,2024-11-04 8:08:43,1,0
317.87,nan,Debit,Detroit,Online,27.0,Student,91.0,1.0,145.5,2024-11-04 8:11:32,2,3
331.65,2023-08-25 17:26:07,Debit,Portland,Online,41.0,Engineer,61.00000000000001,1.0,4172.57,2024-11-04 8:11:00,2,0
5.04,2023-11-27 16:38:34,Debit,Washington,ATM,56.0,Retired,41.0,1.0,5558.36,2024-11-04 8:10:48,1,3
598.81,2023-09-04 16:48:35,Debit,Philadelphia,Branch,57.0,Doctor,158.0,1.0,1415.52,2024-11-04 8:10:13,0,0
841.28,2023-08-09 17:34:26,Debit,Tucson,Online,26.0,Student,80.0,1.0,1103.64,2024-11-04 8:09:58,0,0
38.15,2023-09-07 16:07:40,Debit,Mesa,Online,26.0,Student,107.99999999999999,1.0,303.68,2024-11-04 8:07:42,1,0
124.72,2023-07-03 17:14:07,Debit,Oklahoma City,Branch,33.0,Engineer,105.0,1.0,6309.8,2024-11-04 8:07:25,1,2
208.04,2023-11-20 17:10:02,Debit,Louisville,Online,47.0,Engineer,273.0,1.0,9344.98,2024-11-04 8:08:45,1,3
381.33,2023-08-21 16:46:05,Debit,Albuquerque,ATM,56.0,Doctor,75.0,1.0,11835.35,2024-11-04 8:09:32,2,0
16.16,2023-10-16 16:59:36,Debit,Milwaukee,ATM,50.0,Doctor,123.99999999999999,1.0,14401.17,2024-11-04 8:11:59,1,3
486.0799999999999,2023-06-20 17:21:50,Debit,Oklahoma City,Online,18.0,Student,68.00000000000001,1.0,1748.69,2024-11-04 8:07:03,2,2
336.39,2023-01-16 16:53:38,Debit,San Antonio,Branch,21.0,Student,18.0,1.0,1000.46,2024-11-04 8:09:57,2,1
234.57,2023-09-01 16:09:08,Debit,Chicago,Online,23.0,Student,120.0,1.0,263.98,2024-11-04 8:08:47,1,0
6.0,2023-10-23 18:38:15,Debit,Chicago,Online,30.0,Doctor,246.0,1.0,5442.76,2024-11-04 8:09:43,1,3
227.14,2023-07-03 17:42:08,Debit,Charlotte,ATM,18.0,Student,294.0,1.0,341.94,2024-11-04 8:11:34,1,2
45.85,2023-02-16 17:57:10,Debit,Los Angeles,ATM,20.0,Student,91.99999999999999,1.0,1659.15,2024-11-04 8:07:24,1,1
415.5,2023-07-28 16:29:23,Debit,Memphis,ATM,66.0,Doctor,141.0,1.0,10113.66,2024-11-04 8:10:23,2,0
265.76,2023-02-06 17:48:55,Debit,Philadelphia,Online,54.0,Retired,91.99999999999999,1.0,4446.17,2024-11-04 8:12:18,1,1
69.4,2023-07-24 18:08:43,Debit,Virginia Beach,Online,80.0,Retired,113.0,1.0,6452.77,2024-11-04 8:09:04,1,0
267.9,2023-10-09 16:52:47,Debit,San Antonio,Online,20.0,Student,160.0,1.0,596.1599999999999,2024-11-04 8:08:34,1,0
496.0299999999999,2023-11-03 16:45:52,Debit,San Francisco,Branch,61.0,Doctor,265.0,1.0,12904.66,2024-11-04 8:09:41,2,3
376.26,2023-02-15 16:41:11,Debit,Tucson,ATM,37.0,Engineer,245.0,1.0,9062.4,2024-11-04 8:09:58,2,1
35.76,2023-09-19 17:38:18,Debit,Charlotte,Branch,23.0,Student,122.0,1.0,611.8599999999999,2024-11-04 8:11:40,1,0
28.53,2023-05-31 16:37:39,Debit,Washington,Online,62.0,Doctor,99.0,1.0,8670.53,2024-11-04 8:06:30,1,2
307.57,2023-01-09 16:12:01,Debit,Detroit,Branch,33.0,Doctor,285.0,1.0,5307.74,2024-11-04 8:06:33,2,1
74.86,2023-08-14 17:43:17,Debit,Nashville,Branch,70.0,Doctor,125.0,1.0,6921.48,2024-11-04 8:07:39,1,0
297.65646754281164,2023-11-24 18:51:32,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,1475.46,2024-11-04 8:09:21,1,3
231.91,2023-01-31 18:31:22,Debit,Memphis,ATM,34.0,Engineer,165.0,1.0,112.76,2024-11-04 8:12:15,1,1
126.20999999999998,2023-02-14 16:07:01,Debit,Baltimore,Branch,75.0,Retired,268.0,1.0,5669.66,2024-11-04 8:08:42,1,1
304.35,2023-12-04 17:07:34,Debit,Houston,Branch,31.0,Engineer,36.0,1.0,4057.1,2024-11-04 8:08:45,2,3
281.85,2023-05-16 17:26:37,Debit,Detroit,ATM,22.0,Student,109.0,1.0,1585.98,2024-11-04 8:07:38,1,2
777.88,2023-03-20 16:58:12,Debit,Houston,Branch,31.0,Engineer,17.0,1.0,6825.55,2024-11-04 8:09:15,0,1
119.18,2023-08-25 18:01:38,Debit,Los Angeles,Branch,56.0,Retired,96.0,1.0,5516.5,2024-11-04 8:07:34,1,0
177.19,2023-05-15 17:25:28,Debit,Chicago,Online,76.0,Retired,43.0,1.0,5343.3,2024-11-04 8:06:30,1,2
260.88,2023-05-29 16:50:10,Debit,Denver,Branch,22.0,Student,36.0,1.0,903.05,2024-11-04 8:06:52,1,2
169.47,2023-03-22 16:10:14,Debit,Chicago,Online,24.0,Student,18.999999999999996,1.0,1806.16,2024-11-04 8:07:37,1,1
73.23,2023-05-19 16:52:53,Debit,Portland,Branch,26.0,Student,14.0,1.0,787.7399999999999,2024-11-04 8:11:12,1,2
792.57,2023-05-22 16:22:36,Debit,Baltimore,ATM,19.0,Student,164.0,1.0,770.37,2024-11-04 8:10:39,0,2
237.06,2023-12-18 16:47:17,Debit,Phoenix,Online,71.0,Retired,45.99999999999999,1.0,1182.77,2024-11-04 8:07:50,1,3
740.25,2023-07-19 17:03:58,Debit,Philadelphia,Online,41.0,Doctor,123.0,1.0,14464.3,2024-11-04 8:08:27,0,0
453.54,2023-04-19 16:36:03,Debit,Albuquerque,ATM,58.0,Doctor,82.0,1.0,12046.3,2024-11-04 8:12:06,2,2
300.47,2023-11-13 16:11:52,Debit,Jacksonville,Branch,73.0,Retired,100.00000000000001,1.0,7885.64,2024-11-04 8:08:00,2,3
201.69,2023-01-03 16:46:36,Debit,Las Vegas,ATM,59.0,Doctor,299.0,1.0,7328.52,2024-11-04 8:10:16,1,1
399.21,2023-01-30 16:15:49,Debit,Portland,ATM,59.0,Engineer,109.0,1.0,3210.39,2024-11-04 8:08:21,2,1
630.36,2023-03-02 16:11:53,Debit,Mesa,ATM,62.0,Retired,52.00000000000001,1.0,1363.65,2024-11-04 8:12:15,0,1
215.9,2023-01-04 16:02:09,Debit,Los Angeles,ATM,38.0,Doctor,235.0,1.0,7873.280000000001,2024-11-04 8:10:23,1,1
488.54,2023-07-03 17:47:49,Debit,Jacksonville,Branch,52.0,Engineer,132.0,1.0,7486.63,2024-11-04 8:07:26,2,2
20.36,2023-07-24 17:02:18,Debit,Tucson,Branch,62.0,Retired,75.0,1.0,2762.48,2024-11-04 8:11:15,1,0
113.64,2023-10-24 17:09:41,Debit,Detroit,Online,44.67844382691544,Retired,32.0,1.0,6675.03,2024-11-04 8:07:55,1,3
493.11,2023-07-31 16:25:26,Debit,Colorado Springs,Branch,53.0,Retired,236.0,1.0,7432.99,2024-11-04 8:08:01,2,0
307.41,2023-06-12 17:32:52,Debit,Los Angeles,ATM,19.0,Student,14.0,1.0,1057.0,2024-11-04 8:09:48,2,2
11.18,2023-11-30 16:52:42,Debit,Atlanta,Online,43.0,Doctor,161.0,1.0,5956.89,2024-11-04 8:10:20,1,3
313.82,2023-11-15 18:57:38,Debit,Tucson,Branch,59.0,Engineer,151.0,1.0,7261.59,2024-11-04 8:08:42,2,3
140.98,2023-05-25 16:34:22,Debit,Memphis,Branch,60.0,Engineer,100.00000000000001,1.0,8127.4800000000005,2024-11-04 8:12:13,1,2
288.04,2023-08-24 16:47:21,Debit,Denver,ATM,68.0,Retired,63.0,1.0,1748.02,2024-11-04 8:10:00,1,0
800.55,2023-05-04 16:21:31,Debit,Oklahoma City,ATM,31.0,Engineer,107.99999999999999,1.0,9660.22,2024-11-04 8:06:49,0,2
485.54,2023-02-06 17:46:59,Debit,Houston,ATM,46.0,Engineer,143.0,1.0,6371.51,2024-11-04 8:11:46,2,1
521.15,2023-02-17 18:16:05,Debit,Kansas City,ATM,54.0,Doctor,214.0,1.0,9442.47,2024-11-04 8:07:31,2,1
304.93,2023-02-24 16:23:22,Debit,Portland,ATM,65.0,Doctor,158.0,1.0,13531.22,2024-11-04 8:08:15,2,1
694.2,2023-12-07 16:20:08,Debit,Milwaukee,ATM,61.0,Retired,72.0,1.0,1389.37,2024-11-04 8:07:23,0,3
116.86,2023-03-20 18:28:48,Debit,Louisville,ATM,55.0,Engineer,171.0,1.0,6706.56,2024-11-04 8:12:15,1,1
74.88,2023-05-24 16:25:50,Debit,Atlanta,ATM,25.0,Student,202.0,1.0,420.67,2024-11-04 8:07:46,1,2
297.65646754281164,2023-05-22 16:17:19,Debit,Philadelphia,Branch,75.0,Retired,99.0,1.0,7323.53,2024-11-04 8:09:48,1,2
361.27,2023-01-06 17:01:53,Debit,Omaha,ATM,63.0,Doctor,180.0,1.0,7945.57,2024-11-04 8:10:07,2,1
131.56,2023-10-19 16:42:37,Debit,Charlotte,Branch,44.0,Doctor,42.00000000000001,1.0,5873.54,2024-11-04 8:07:12,1,3
547.87,2023-07-10 17:15:27,Debit,Columbus,ATM,64.0,Retired,131.0,1.0,6155.76,2024-11-04 8:10:31,2,0
457.3,2023-06-26 18:25:21,Debit,Virginia Beach,Online,28.0,Engineer,15.0,1.0,8318.29,2024-11-04 8:07:53,2,2
506.24,2023-01-13 16:44:26,Debit,Chicago,ATM,58.0,Engineer,64.0,1.0,230.09,2024-11-04 8:11:40,2,1
486.59,2023-12-19 16:55:17,Debit,Indianapolis,Branch,57.0,Retired,119.0,1.0,2513.56,2024-11-04 8:10:02,2,3
163.68,2023-09-28 16:20:57,Debit,San Diego,Branch,41.0,Doctor,292.0,1.0,10090.05,2024-11-04 8:11:01,1,0
581.65,2023-01-09 16:54:58,Debit,Boston,ATM,22.0,Student,176.0,1.0,480.19000000000005,2024-11-04 8:09:39,2,1
52.01,2023-11-07 16:46:04,Debit,Mesa,ATM,48.0,Doctor,85.0,1.0,1120.88,2024-11-04 8:11:27,1,3
630.24,2023-11-29 18:10:30,Debit,Boston,ATM,21.0,Student,61.99999999999999,1.0,370.81,2024-11-04 8:11:52,0,3
523.74,2023-11-02 16:36:37,Debit,Oklahoma City,ATM,43.0,Doctor,159.0,1.0,13498.55,2024-11-04 8:06:52,2,3
91.48,2023-01-23 16:50:31,Debit,Fort Worth,ATM,51.0,Doctor,141.0,1.0,14942.779999999999,2024-11-04 8:09:17,1,1
5.25,2023-11-13 18:26:24,Debit,San Jose,ATM,39.0,Doctor,49.0,1.0,14143.32,2024-11-04 8:12:22,1,3
736.73,2023-11-27 16:05:27,Debit,Memphis,Branch,48.0,Engineer,10.0,1.0,3313.07,2024-11-04 8:10:54,0,3
177.08,2023-01-06 17:16:44,Debit,Las Vegas,nan,35.0,Doctor,85.0,1.0,13475.14,2024-11-04 8:12:21,1,1
588.54,2023-02-06 17:57:28,Debit,Portland,Branch,32.0,Engineer,130.0,1.0,714.4499999999999,2024-11-04 8:10:37,2,1
173.5,2023-10-23 17:16:20,Debit,Nashville,ATM,21.0,Student,282.0,1.0,1306.91,2024-11-04 8:11:52,1,3
40.66,2024-01-01 16:08:49,Debit,Louisville,Branch,59.0,Retired,156.0,1.0,1153.84,2024-11-04 8:11:28,1,3
34.07,2023-11-06 17:22:58,Debit,Philadelphia,Branch,22.0,Student,81.0,1.0,8709.77,2024-11-04 8:07:21,1,3
492.06000000000006,2023-10-19 16:14:15,Debit,Fresno,Online,23.0,Student,74.0,1.0,857.9,2024-11-04 8:09:56,2,3
73.55,2023-01-09 16:09:48,Debit,Atlanta,ATM,51.0,Engineer,158.0,1.0,2812.06,2024-11-04 8:11:21,1,1
760.53,2023-09-04 18:13:25,Debit,Phoenix,Online,57.0,Engineer,118.0,1.0,6179.91,2024-11-04 8:09:35,0,0
371.69,2023-12-22 16:27:49,Debit,San Francisco,Branch,67.0,Retired,143.0,1.0,3484.32,2024-11-04 8:09:59,2,3
218.96,2023-08-30 16:11:47,Debit,Seattle,ATM,18.0,Student,13.0,1.0,754.21,2024-11-04 8:10:35,1,0
227.39,2023-12-25 16:58:19,Debit,Atlanta,Online,18.0,Student,65.0,1.0,751.09,2024-11-04 8:11:36,1,3
186.6,2023-07-04 16:27:23,Debit,nan,Online,58.0,Doctor,13.0,1.0,1508.72,2024-11-04 8:06:24,1,2
341.15,2023-02-13 17:18:15,Debit,San Jose,Online,18.0,Student,148.0,1.0,511.36999999999995,2024-11-04 8:10:09,2,1
434.58,2023-09-06 16:28:38,Debit,Memphis,ATM,59.0,Doctor,215.0,1.0,12648.32,2024-11-04 8:08:15,2,0
75.15,2023-09-18 17:31:23,Debit,Boston,ATM,23.0,Student,154.0,1.0,1092.92,2024-11-04 8:11:00,1,0
23.3,2023-08-14 18:13:38,Debit,Los Angeles,ATM,59.0,Engineer,161.0,1.0,6711.15,2024-11-04 8:08:06,1,0
512.81,2023-07-19 16:57:01,Debit,Sacramento,Branch,79.0,Retired,30.0,1.0,6994.34,2024-11-04 8:11:58,2,0
488.15000000000003,2023-07-31 16:01:00,Debit,Louisville,Branch,43.0,Engineer,168.00000000000003,1.0,7071.09,2024-11-04 8:11:13,2,0
12.82,2023-04-05 18:37:10,Debit,Fort Worth,ATM,44.0,Engineer,156.0,1.0,9045.19,2024-11-04 8:08:25,1,2
535.91,2023-07-07 16:38:12,Debit,Las Vegas,Online,43.0,Engineer,22.0,1.0,9642.12,2024-11-04 8:10:49,2,2
97.98,2023-02-06 16:09:48,Debit,Denver,Branch,72.0,Retired,18.0,1.0,7460.329999999999,2024-11-04 8:08:43,1,1
196.08,2023-08-25 16:52:28,Debit,San Francisco,Online,61.0,Retired,98.0,1.0,4233.82,2024-11-04 8:06:31,1,0
251.18000000000004,2023-06-01 16:51:11,Debit,San Jose,ATM,42.0,Engineer,246.0,1.0,8303.9,2024-11-04 8:07:55,1,2
44.52,2023-03-28 18:30:25,Debit,El Paso,Online,28.0,Student,205.0,1.0,314.28,2024-11-04 8:10:28,1,1
178.87,2023-05-23 16:03:54,Debit,Baltimore,Online,35.0,Doctor,180.0,1.0,5241.23,2024-11-04 8:10:16,1,2
386.68,2023-10-31 16:48:01,Debit,New York,Branch,46.0,Doctor,128.0,1.0,6863.06,2024-11-04 8:06:28,2,3
167.14,2023-04-24 18:33:29,Debit,Denver,Online,76.0,Retired,20.0,1.0,3877.7299999999996,2024-11-04 8:06:26,1,2
345.22,2023-09-05 16:55:47,Debit,Fresno,Branch,69.0,Retired,253.0,1.0,4046.5800000000004,2024-11-04 8:07:36,2,0
74.85,2023-12-25 17:19:08,Debit,Raleigh,ATM,72.0,Retired,117.0,1.0,2409.73,2024-11-04 8:11:49,1,3
671.73,2023-10-16 16:15:54,Debit,Washington,Branch,58.0,Engineer,53.99999999999999,1.0,5211.88,2024-11-04 8:12:04,0,3
255.03999999999996,2023-11-23 16:15:59,Debit,Seattle,ATM,45.0,Engineer,151.99999999999997,1.0,6217.86,2024-11-04 8:11:38,1,3
45.77,2023-02-09 17:50:23,Debit,Philadelphia,Online,25.0,Student,109.0,1.0,5978.12,2024-11-04 8:08:01,1,1
11.92,2023-10-09 17:48:55,Debit,San Diego,nan,53.0,Doctor,52.00000000000001,1.0,14611.9,2024-11-04 8:11:22,1,3
47.42,2023-12-19 16:46:08,Debit,San Diego,ATM,64.0,Doctor,28.0,1.0,8253.52,2024-11-04 8:08:56,1,3
35.99,2023-01-19 16:14:12,Debit,Miami,Branch,63.0,Retired,129.0,1.0,4489.79,2024-11-04 8:09:17,1,1
48.72,2023-09-29 18:54:28,Debit,Virginia Beach,Branch,21.0,Student,17.0,1.0,816.0799999999999,2024-11-04 8:07:27,1,0
43.46,2023-07-21 17:02:42,Debit,Boston,ATM,25.0,Student,80.0,1.0,578.06,2024-11-04 8:10:45,1,0
443.79,2023-10-09 18:28:04,Debit,Las Vegas,ATM,53.0,Retired,87.0,1.0,3133.85,2024-11-04 8:11:16,2,3
365.14,2023-12-01 18:46:28,Debit,Dallas,Online,68.0,Retired,57.0,1.0,5894.09,2024-11-04 8:07:25,2,3
757.41,2023-05-05 16:31:53,Debit,Los Angeles,ATM,22.0,Student,37.0,1.0,9532.42,2024-11-04 8:09:03,0,2
20.54,2023-08-21 18:09:24,Debit,Fort Worth,Branch,51.0,Engineer,72.0,1.0,5327.03,2024-11-04 8:07:28,1,0
475.36,2023-10-02 16:03:09,Debit,Phoenix,ATM,34.0,Engineer,105.0,1.0,2000.6,2024-11-04 8:06:59,2,0
34.74,2023-06-26 16:40:21,Debit,San Francisco,ATM,56.0,Retired,24.0,1.0,6827.57,2024-11-04 8:11:03,1,2
689.54,2023-03-06 16:46:57,Debit,Oklahoma City,Branch,27.0,Student,93.0,1.0,1633.76,2024-11-04 8:08:53,0,1
211.18,2023-10-16 16:09:47,Debit,Washington,ATM,73.0,Retired,90.0,1.0,4069.1699999999996,2024-11-04 8:11:50,1,3
61.43,2023-06-29 16:16:37,Debit,Phoenix,Online,24.0,Student,170.0,1.0,1882.77,2024-11-04 8:08:18,1,2
167.44,2023-09-25 16:11:18,Debit,Mesa,Branch,37.0,Doctor,82.0,1.0,12526.71,2024-11-04 8:10:49,1,0
361.46,2023-04-07 17:23:05,Debit,Nashville,Online,21.0,Student,83.0,1.0,4737.84,2024-11-04 8:10:42,2,2
