TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,binned_TransactionAmount,Target
0.15498682416176962,1075,1,18,2,0.06451612903225812,3,0.35517241379310344,0.0,0.035822364308309484,119,1,2
0.04756494775516586,499,1,25,1,0.4193548387096775,0,0.20344827586206898,0.0,0.979703886738627,312,1,1
0.0625530916955468,2391,1,24,1,0.016129032258064557,3,0.23103448275862065,0.0,0.08477260475077203,27,1,3
0.0906741016754827,1298,1,39,2,0.5161290322580645,0,0.19655172413793104,0.0,0.7008988528400713,246,1,0
0.09560413789509341,1125,1,10,0,0.32258064516129037,1,0.3172413793103448,0.0,0.030333930686427268,208,1,2
0.13531542330041432,2076,1,10,2,0.5,0,0.5517241379310345,0.0,0.475615625466332,195,1,3
0.08049091904005003,1204,1,36,2,0.25806451612903225,0,0.506896551724138,0.0,0.0956170505097219,199,1,2
0.012663835109570837,1977,1,23,1,0.7419354838709677,0,0.20344827586206898,0.0,0.6566411727300472,341,1,3
0.20465382911639785,2166,1,18,2,0.09677419354838712,3,0.3103448275862069,0.0,0.046408016810134484,135,2,3
0.12007191807593089,592,1,15,1,0.04838709677419356,3,0.43103448275862066,0.0,0.03473879357977622,260,1,1
0.3355707845845167,430,1,35,0,0.1774193548387097,1,0.21379310344827585,0.0,0.0700603761307921,101,0,1
0.01308075149177893,1293,1,21,0,0.6290322580645161,1,0.23448275862068962,0.0,0.0067077867866212615,281,1,0
0.0767959976027308,1622,1,5,1,0.8548387096774193,2,0.4241379310344827,0.0,0.13541609250413736,59,1,0
0.059806655027750996,1680,1,35,1,0.30645161290322587,0,0.5689655172413793,0.0,0.5069934676548761,135,1,0
0.19965604398467832,162,1,13,1,0.19354838709677424,1,0.04827586206896552,0.0,0.5915731537957913,283,2,1
0.10209239909320686,377,1,41,1,0.14516129032258068,1,0.4689655172413793,0.0,0.6263206858491849,129,1,1
0.06758214555593192,9,1,19,0,0.22580645161290325,1,0.7758620689655172,0.0,0.5279160622555749,12,1,1
0.15980404930036218,2265,1,7,2,0.4516129032258065,1,0.1413793103448276,0.0,0.6262682550074815,264,2,3
0.05978580920864059,2052,1,39,2,0.6612903225806451,2,0.24137931034482757,0.0,0.4062334893262906,181,1,3
0.3941579591943091,457,1,34,1,0.14516129032258068,3,0.02413793103448276,0.0,0.021469757487191415,316,0,1
0.2623967480522188,2245,1,20,2,0.06451612903225812,3,0.08620689655172413,0.0,0.023296098473187005,179,2,3
0.07440393985981186,1384,1,35,0,0.7258064516129032,2,0.4724137931034483,0.0,0.5296993830637627,258,1,0
0.17072725851421425,267,1,14,2,0.3548387096774194,1,0.32413793103448274,0.0,0.025469961833036004,7,2,1
0.0011673658701826615,1320,1,36,2,0.467741935483871,0,0.33448275862068966,0.0,0.8095873155005735,210,1,0
0.21230945618469393,1236,1,4,2,0.12903225806451613,1,0.17931034482758618,0.0,0.5542470998350445,360,2,2
0.06022878286473669,928,1,14,1,0.33870967741935487,1,0.5413793103448277,0.0,0.428843281525388,219,1,2
0.027782265419391824,1508,1,15,0,0.8225806451612903,2,0.38275862068965516,0.0,0.10419487065042476,140,1,0
0.16552101519139067,2485,1,11,2,0.14516129032258068,3,0.2793103448275862,0.0,0.0029744419812405137,308,2,3
0.17270239987492508,1568,1,32,2,0.3709677419354839,1,0.17586206896551726,0.0,0.27367017236303115,276,2,0
0.002491075383693358,2231,1,42,0,0.6129032258064516,2,0.10689655172413794,0.0,0.3668216289321451,264,1,3
0.31193162571331784,1633,1,30,1,0.6290322580645161,0,0.5103448275862069,0.0,0.08834395169909538,230,0,0
0.43829376970581335,1452,1,40,2,0.12903225806451613,3,0.24137931034482757,0.0,0.0673796813011453,215,0,0
0.019746202152330822,1661,1,23,2,0.12903225806451613,3,0.3379310344827586,0.0,0.013607147802542761,79,1,0
0.06486176616202412,1208,1,28,1,0.24193548387096775,1,0.3275862068965517,0.0,0.4173326952006959,62,1,2
0.10828360736899705,2179,1,21,2,0.467741935483871,1,0.906896551724138,0.0,0.6213545440735,142,1,3
0.1985929072100477,1530,1,0,0,0.6129032258064516,0,0.22413793103448276,0.0,0.7887547943971597,189,2,0
0.008286213096385856,1932,1,25,0,0.5161290322580645,0,0.393103448275862,0.0,0.9612267203701887,335,1,3
0.2531828960054199,1130,1,28,2,0.0,3,0.2,0.0,0.11073931519943216,40,2,2
0.17517262943950804,101,1,35,1,0.04838709677419356,3,0.027586206896551724,0.0,0.06044402201019848,214,2,1
0.12210959689397294,1617,1,6,2,0.08064516129032262,3,0.3793103448275862,0.0,0.01093855239790438,144,1,0
0.0029913750423430697,1997,1,6,2,0.19354838709677424,0,0.8137931034482759,0.0,0.35905110931561623,200,1,3
0.11823748599421527,1210,1,5,0,0.0,3,0.9793103448275863,0.0,0.016178947807113656,310,1,2
0.02375902233108372,316,1,20,0,0.03225806451612906,3,0.2827586206896551,0.0,0.1047205234480135,61,1,1
0.21640044818511087,1372,1,22,0,0.7741935483870968,0,0.45172413793103444,0.0,0.6730244663817477,240,2,0
0.13836412434531098,240,1,30,2,0.5806451612903226,2,0.2827586206896551,0.0,0.2920612983758539,354,1,1
0.036031998332334475,1344,1,41,2,1.0,2,0.35517241379310344,0.0,0.4269429996087853,161,1,0
0.13947937566771765,1874,1,35,2,0.03225806451612906,3,0.5172413793103449,0.0,0.033267369060694746,131,1,0
0.25836829350913304,2065,1,37,1,0.6935483870967742,0,0.8793103448275862,0.0,0.8606327730403301,198,2,3
0.1959506996378039,308,1,40,0,0.30645161290322587,1,0.810344827586207,0.0,0.6023597911908121,215,2,1
0.018500664460484144,1749,1,5,1,0.08064516129032262,3,0.38620689655172413,0.0,0.034322707797541666,316,1,0
0.0147327826562785,989,1,42,2,0.7096774193548387,0,0.30689655172413793,0.0,0.5760186707571687,7,1,2
0.16015321677046146,52,1,11,1,0.24193548387096775,0,0.9482758620689655,0.0,0.3499751961787327,10,2,1
0.038877452640904704,1497,1,26,1,0.8387096774193548,0,0.396551724137931,0.0,0.45844923014047434,76,1,0
0.15498682416176962,2218,1,18,1,0.532258064516129,2,0.4379310344827586,0.0,0.09237306022690457,178,1,3
0.12072334992313102,204,1,22,0,0.25806451612903225,1,0.5344827586206897,0.0,0.0007736910102616569,351,1,1
0.06563827292388669,297,1,3,1,0.9193548387096775,2,0.8896551724137931,0.0,0.374303106729028,139,1,1
0.15847512833207392,2295,1,15,1,0.20967741935483875,1,0.0896551724137931,0.0,0.26590839122011944,142,2,3
0.14674935508247128,890,1,11,0,0.06451612903225812,3,0.34137931034482755,0.0,0.09980210718208427,75,1,2
0.40525314641582194,544,1,15,1,0.20967741935483875,1,0.02413793103448276,0.0,0.4520009088012562,172,0,1
0.06197462021523308,1571,1,20,1,0.6129032258064516,2,0.296551724137931,0.0,0.36400784042740547,71,1,0
0.09220626938009745,876,1,6,2,0.935483870967742,2,0.11379310344827585,0.0,0.3523655048081771,7,1,2
0.13582093441384163,970,1,10,1,0.06451612903225812,3,0.0896551724137931,0.0,0.053896216509799866,29,1,2
0.08818302629178934,560,1,6,2,0.09677419354838712,3,0.031034482758620682,0.0,0.11460239272851447,74,1,1
0.03802798551215572,905,1,32,1,0.12903225806451613,3,0.013793103448275862,0.0,0.04614519041134012,288,1,2
0.4129087734841181,916,1,3,0,0.016129032258064557,3,0.5310344827586208,0.0,0.04497759589802605,255,0,2
0.12340724913359563,2381,1,31,2,0.8548387096774193,2,0.12413793103448274,0.0,0.0726987229729094,87,1,3
0.38564244208770876,1310,1,30,2,0.3709677419354839,0,0.3896551724137931,0.0,0.9654702575967585,124,0,0
0.23622482215910573,723,1,0,0,0.6451612903225806,0,0.2482758620689655,0.0,0.8029346483167684,342,2,2
0.15645308387836465,2116,1,17,1,0.8870967741935485,2,0.3103448275862069,0.0,0.5232591280078835,97,2,3
0.1049743335852203,22,1,19,0,0.6612903225806451,0,0.996551724137931,0.0,0.4858100632262176,233,1,1
0.20791098835239857,181,1,32,0,0.6612903225806451,1,0.34137931034482755,0.0,0.20899336817071484,118,2,1
0.32837376553664954,434,1,23,0,0.7096774193548387,2,0.14482758620689656,0.0,0.08485730072583109,351,0,1
0.11237981082419156,28,1,20,0,0.32258064516129037,0,0.7758620689655172,0.0,0.522428300823971,240,1,1
0.2544649138807098,1211,1,17,1,0.5483870967741935,1,0.4206896551724138,0.0,0.49643806371557214,63,2,2
0.010475024102978346,1338,1,40,1,0.7096774193548387,2,0.22413793103448276,0.0,0.17888529341777837,291,1,0
0.05908747426844203,2005,1,11,2,0.43029748107928134,2,0.07586206896551724,0.0,0.44188310073309073,92,1,3
0.25684654871407353,1380,1,7,1,0.5645161290322581,2,0.7793103448275862,0.0,0.4928324350630582,98,2,0
0.16006983349401988,1073,1,20,0,0.016129032258064557,3,0.013793103448275862,0.0,0.06424458584340387,205,2,2
0.005690908617140475,2267,1,1,2,0.4032258064516129,0,0.5206896551724138,0.0,0.39361042809110064,237,1,3
0.16341037600646222,2147,1,40,1,0.6612903225806451,1,0.48620689655172417,0.0,0.48131109369391417,139,2,3
0.07333559163040361,954,1,22,1,0.6774193548387097,1,0.3103448275862069,0.0,0.5395153776969955,349,1,2
0.1499752455898064,1558,1,10,0,0.8064516129032258,2,0.18275862068965515,0.0,0.11069427845078963,217,1,0
0.4170675143966438,805,1,28,0,0.20967741935483875,1,0.3379310344827586,0.0,0.6425446704049409,26,0,2
0.25290147744742947,238,1,15,0,0.4516129032258065,1,0.4586206896551724,0.0,0.4214807814077547,322,2,1
0.2714594679104672,327,1,18,0,0.5806451612903226,0,0.703448275862069,0.0,0.6279077270961246,68,2,1
0.15877739270917476,375,1,32,0,0.7580645161290323,0,0.5103448275862069,0.0,0.9027495271141394,112,2,1
0.36164369283685543,2320,1,25,0,0.6935483870967742,2,0.21379310344827585,0.0,0.08658617412148092,60,0,3
0.06076556270682961,552,1,21,0,0.5967741935483871,1,0.5551724137931034,0.0,0.4440025166804018,351,1,1
0.03888787555045991,950,1,1,0,0.11290322580645162,3,0.6620689655172414,0.0,0.02147110186774791,83,1,2
0.15498682416176962,915,1,30,1,0.9193548387096775,2,0.30689655172413793,0.0,0.4854746402773726,205,1,2
0.18813872892617972,41,1,29,0,0.7258064516129032,0,0.5862068965517242,0.0,0.5272875643454145,224,2,1
0.06842640122990332,1968,1,5,1,0.4193548387096775,0,0.11034482758620691,0.0,0.38800772212191653,49,1,3
0.2853844750762175,1256,1,8,0,0.7419354838709677,2,0.41724137931034483,0.0,0.40697827615458765,248,2,0
0.23818432915548376,1172,1,41,2,0.16129032258064518,1,0.017241379310344827,0.0,0.552341440396216,90,2,2
0.2636891888370639,91,1,6,0,0.6451612903225806,1,0.18620689655172412,0.0,0.008660499544927182,316,2,1
0.25344868019907757,2395,1,16,1,0.6290322580645161,2,0.3758620689655172,0.0,0.1621531330116679,219,2,3
0.08516559397555827,1817,1,36,1,0.3709677419354839,0,0.9724137931034483,0.0,0.6714374251348079,277,1,0
0.3029887693149543,61,1,4,0,0.06451612903225812,3,0.5724137931034483,0.0,0.025471978403870745,196,2,1
0.02696927847408604,2090,1,23,0,0.4838709677419355,0,0.2586206896551724,0.0,0.06853853734084217,303,1,3
0.32831122807931834,2262,1,4,0,0.04838709677419356,3,0.17931034482758618,0.0,0.01811956114041114,328,0,3
0.2728092346978659,2060,1,28,0,0.4032258064516129,0,0.5137931034482759,0.0,0.9005534814751082,29,2,3
0.04753889048127785,148,1,13,0,0.532258064516129,0,0.45172413793103444,0.0,0.9976332180302944,174,1,1
0.0026005159340229825,2132,1,38,0,0.33870967741935487,0,0.13448275862068965,0.0,0.9438942940456042,358,1,3
0.3838080100059932,2220,1,22,1,0.4838709677419355,1,0.0,0.0,0.21589541794774933,270,0,3
0.09214894337754384,42,1,19,3,0.27419354838709675,0,0.2586206896551724,0.0,0.8989798840337333,357,1,1
0.30657946165672145,241,1,32,1,0.22580645161290325,1,0.41379310344827586,0.0,0.041218707862071935,253,2,1
0.09028324256716261,1991,1,26,0,0.04838709677419356,3,0.9379310344827586,0.0,0.08104329308706076,328,1,3
0.021054277301508714,2473,1,21,1,0.6612903225806451,2,0.503448275862069,0.0,0.07075407649794244,304,1,3
0.017619928603069546,2082,1,30,1,0.06451612903225812,3,0.24482758620689654,0.0,0.5786563454090078,58,1,3
0.25629934596242543,1965,1,14,2,0.08064516129032262,3,0.2206896551724138,0.0,0.050861277403517174,213,2,3
0.03819475206503895,50,1,1,0,0.532258064516129,1,0.5103448275862069,0.0,0.18221801281732425,297,1,1
0.3962112723766839,1642,1,31,2,0.6290322580645161,1,0.37241379310344824,0.0,0.4086016156765528,192,0,0
0.19356906480444017,2414,1,37,1,0.7903225806451613,2,0.4586206896551724,0.0,0.2274066764627197,216,2,3
0.11397451598613752,1605,1,39,0,0.0,3,0.010344827586206896,0.0,0.043891336408379805,252,1,0
0.1183677723636553,2429,1,1,2,0.0,3,0.1896551724137931,0.0,0.04368161304156691,312,1,3
0.09711024832582014,1219,1,43,2,0.6451612903225806,0,0.010344827586206896,0.0,0.09460876509235223,1,1,2
0.17765328191364618,288,1,38,2,0.0,3,0.47586206896551725,0.0,0.027567867691443152,226,2,1
0.22634390390077389,1656,1,22,0,0.6612903225806451,0,0.706896551724138,0.0,0.8434018474477608,112,2,0
0.03902858482945514,1738,1,4,0,0.08064516129032262,3,0.49655172413793097,0.0,0.0666590933228651,276,1,0
0.01200719180759309,1500,1,20,0,0.6612903225806451,1,0.5206896551724138,0.0,0.4443110520181169,103,1,0
0.2671131146259478,1309,1,34,1,0.9838709677419355,2,0.06896551724137931,0.0,0.46334680850777793,334,2,0
0.25426166714438336,1376,1,21,1,0.4032258064516129,1,0.5448275862068966,0.0,0.4685058688933194,289,2,0
0.006545587200667067,647,1,13,0,0.4193548387096775,1,0.503448275862069,0.0,0.6012029517219499,122,1,2
0.2791515751622065,1237,1,19,2,0.4032258064516129,1,0.041379310344827586,0.0,0.6413280060013149,265,2,2
0.05092633608671861,223,1,10,1,0.8709677419354838,2,0.027586206896551724,0.0,0.4946702032837839,140,1,1
0.10205070745498605,1567,1,37,2,0.6935483870967742,2,0.30344827586206896,0.0,0.2777873378172906,8,1,0
0.1307658232795685,995,1,38,0,0.3870967741935484,1,0.8137931034482759,0.0,0.5513741585858193,92,1,2
0.023065898845662767,598,1,12,2,0.16129032258064518,3,0.6724137931034483,0.0,0.014319669497483992,245,1,1
0.09308179378273444,941,1,3,2,0.27419354838709675,0,0.5862068965517242,0.0,0.3455044586381156,233,1,2
0.20138103551606432,2045,1,27,1,0.4516129032258065,0,0.4068965517241379,0.0,0.4545222945349586,5,2,3
0.08696875732860826,754,1,10,2,0.935483870967742,2,0.034482758620689655,0.0,0.253851314199213,3,1,2
0.1797743440081299,1648,1,14,1,0.8225806451612903,2,0.8379310344827586,0.0,0.2652012470474042,73,2,0
0.0388722411861271,2435,1,33,0,0.8709677419354838,2,0.36896551724137927,0.0,0.15517378135263507,325,1,3
0.3499335539515856,1918,1,42,1,0.6451612903225806,1,0.15172413793103445,0.0,0.3435315801714623,340,0,3
0.13277744482372253,2200,1,39,0,0.435483870967742,1,0.489655172413793,0.0,0.41115257778249803,314,1,3
0.023717330692862915,261,1,30,2,0.11290322580645162,3,0.34137931034482755,0.0,0.3950374880518178,98,1,1
0.006076556270682962,1879,1,36,3,0.5645161290322581,0,0.14482758620689656,0.0,0.975391786103676,298,1,3
0.024577220731167106,2394,1,36,0,0.7419354838709677,0,0.06206896551724138,0.0,0.5479876639640138,153,1,3
0.018620527920368973,130,1,24,1,0.7258064516129032,2,0.4103448275862069,0.0,0.29499339236956484,174,1,1
0.025254709852255256,1828,1,41,1,0.04838709677419356,3,0.02413793103448276,0.0,0.048050177659890544,64,1,0
0.022513484639237042,1323,1,4,0,0.11290322580645162,3,0.24137931034482757,0.0,0.03205070465706869,261,1,0
0.2311436537509446,1882,1,19,0,0.5645161290322581,2,0.2655172413793103,0.0,0.20384842378101656,292,2,3
0.19015556192511138,2280,1,9,2,0.8064516129032258,2,0.16206896551724137,0.0,0.38938907314371296,62,2,3
0.3945852984860724,817,1,20,0,0.06451612903225812,3,0.09310344827586207,0.0,0.6339540786489514,160,0,2
0.010568830288975166,1541,1,13,1,0.532258064516129,1,0.21379310344827585,0.0,0.3512718512254701,65,1,0
0.24759621648383145,1829,1,31,0,0.25806451612903225,1,0.3275862068965517,0.0,0.12767246049873832,36,2,0
0.017969096073168826,1163,1,37,0,0.6129032258064516,2,0.04827586206896552,0.0,0.452136691237462,279,1,2
0.3592151549104932,456,1,28,1,0.14516129032258068,3,0.2862068965517241,0.0,0.10301383233154576,150,0,1
0.10992000416916381,1914,1,42,0,0.8870967741935485,2,0.27586206896551724,0.0,0.2667197248859629,326,1,3
0.03187846887458634,1192,1,31,2,0.09677419354838712,3,0.5517241379310345,0.0,0.11975204245016047,115,1,2
0.0871251009719363,1778,1,23,1,0.30645161290322587,0,0.2482758620689655,0.0,0.8352273414740058,265,1,0
0.18823774656695416,659,1,26,2,0.04838709677419356,3,0.2517241379310345,0.0,0.3116670722214679,258,2,2
0.1973004664252026,1106,1,41,1,0.967741935483871,2,0.39999999999999997,0.0,0.14783346351418392,164,2,2
0.12551788831852412,1105,1,8,1,0.19354838709677424,0,0.15517241379310343,0.0,0.8257050939923667,265,1,2
0.010433332464757538,1313,1,28,2,0.29032258064516125,1,0.7000000000000001,0.0,0.13084721518289627,219,1,0
0.21659848346665972,771,1,36,1,0.8387096774193548,0,0.5517241379310345,0.0,0.6659442861809779,98,2,2
0.025916564609010605,262,1,29,0,0.7096774193548387,2,0.37732047954517367,0.0,0.14777363857941997,112,1,1
0.05232300596711572,2485,1,9,1,0.5161290322580645,0,0.46206896551724136,0.0,0.9660772454180151,330,1,3
0.25290147744742947,2330,1,21,2,0.016129032258064557,3,0.47586206896551725,0.0,0.09626235317683848,285,2,3
0.16723037235844385,268,1,20,1,0.4516129032258065,0,0.5827586206896552,0.0,0.4640667242957799,10,2,1
0.3705552805065534,1176,1,38,1,0.04838709677419356,3,0.1413793103448276,0.0,0.057415132616420006,189,0,2
0.006238111368788598,1897,1,15,0,0.3870967741935484,1,0.44482758620689655,0.0,0.5205192804337511,66,1,3
0.18275529614091773,2034,1,7,0,0.03225806451612906,3,0.18620689655172412,0.0,0.008087121237582966,252,2,3
0.15717226463767361,720,1,8,2,0.5806451612903226,1,0.05172413793103449,0.0,0.4359113623011493,222,2,2
0.015154910493264194,480,1,21,2,0.7580645161290323,2,0.06896551724137931,0.0,0.2583610387759684,318,1,1
0.12061912082757902,747,1,33,1,0.14516129032258068,3,0.47586206896551725,0.0,0.06901579243839713,39,1,2
0.09337363525028011,1478,1,28,0,0.6451612903225806,2,0.806896551724138,0.0,0.16975358848780045,217,1,0
0.018995752664356255,188,1,17,1,0.4838709677419355,0,0.15517241379310343,0.0,0.4273873173827062,320,1,1
0.121416473408552,711,1,21,0,0.24193548387096775,1,0.21379310344827585,0.0,0.45964236788436175,76,1,2
0.3173150584985799,2198,1,40,0,0.33870967741935487,1,0.5758620689655173,0.0,0.600442032326975,309,0,3
0.22741746358495973,2442,1,20,1,0.20967741935483875,0,0.3482758620689655,0.0,0.9588075075587799,120,2,3
0.45348516038252074,991,1,20,1,0.1774193548387097,0,0.15517241379310343,0.0,0.6731266393040412,89,0,2
0.18455845949396774,2083,1,6,0,0.903225806451613,2,0.4068965517241379,0.0,0.4878353725345741,217,2,3
0.01165802433749381,342,1,18,2,0.5645161290322581,1,0.35172413793103446,0.0,0.2915141354893612,272,1,1
0.09481199676889802,1115,1,23,1,0.12903225806451613,3,0.14827586206896554,0.0,0.07225037205731902,4,1,2
0.06595096021054277,2032,1,30,1,0.12903225806451613,1,0.9655172413793104,0.0,0.3580576120843679,358,1,3
0.15004299450191522,1671,1,41,2,0.30645161290322587,1,0.13793103448275862,0.0,0.23875257616924142,233,1,0
0.06176095056935143,1835,1,1,1,0.5967741935483871,1,0.3896551724137931,0.0,0.13467802757862277,246,1,0
0.33955754748938166,700,1,16,0,0.04838709677419356,3,0.5379310344827587,0.0,0.11437452022418891,39,0,2
0.03459884826849415,1950,1,11,0,0.30645161290322587,1,0.07931034482758621,0.0,0.2324911237273758,276,1,3
0.05121296609948667,97,1,10,1,0.8225806451612903,2,0.5379310344827587,0.0,0.23281646382204707,295,1,1
0.07227766631055058,1001,1,42,2,0.8548387096774193,2,0.06896551724137931,0.0,0.4471187908103523,134,1,2
0.017526122417072725,2108,1,26,1,0.12903225806451613,3,0.5758620689655173,0.0,0.09030876388240973,312,1,3
0.012220861453474738,1723,1,1,1,0.6451612903225806,0,0.5310344827586208,0.0,0.7184127705397823,173,1,0
0.01344555332621101,2410,1,36,0,0.7580645161290323,0,0.9413793103448276,0.0,0.8598913471634243,336,1,3
0.008760455481147563,788,1,20,1,0.14516129032258068,1,0.11724137931034483,0.0,0.18128299614028345,301,1,2
0.3666935925163509,1772,1,35,2,0.4516129032258065,1,0.17931034482758618,0.0,0.2340848868770981,21,0,0
0.01370091461031347,1757,1,15,0,0.9516129032258065,2,0.7517241379310345,0.0,0.20059031750235606,60,1,0
0.07668134559762357,1053,1,38,1,0.3870967741935484,1,0.8586206896551725,0.0,0.4501295310666181,55,1,2
0.10519321468587955,606,1,22,0,0.14516129032258068,3,0.027586206896551724,0.0,0.04337106113301706,218,1,1
0.1605961904265576,796,1,26,1,0.9193548387096775,2,0.09999999999999999,0.0,0.3580461848496378,11,2,2
0.005690908617140475,397,1,24,0,0.5645161290322581,1,0.46206896551724136,0.0,0.4951387199077218,273,1,1
0.15315944445892068,208,1,14,2,0.32258064516129037,1,0.43448275862068964,0.0,0.42085228349759424,57,1,1
0.015279985407926622,2038,1,7,1,0.5806451612903226,1,0.37732047954517367,0.0,0.5541543375766466,277,1,3
0.07253823904943063,1253,1,4,2,0.14516129032258068,3,0.07241379310344827,0.0,0.08096599120506241,225,1,0
0.22532767021914166,1200,1,7,0,0.1774193548387097,0,0.4379310344827586,0.0,0.9106235640335183,241,2,2
0.0683586523177945,206,1,5,2,0.4032258064516129,0,0.1896551724137931,0.0,0.08309952314821663,348,1,1
0.2691507934439899,1884,1,23,0,0.3870967741935484,1,0.4068965517241379,0.0,0.1286867956286122,311,2,3
